ability_id,ability_name,formula_hex,route,status,status_byte_index,status_mask_hex,runtime_status_name,operation,resist_category,resist_stat,offense_stat,duration_policy,bundle_size,readiness,mechanism,rationale
173,Celestial Void,0x1E,multihit_magic,Slow,3,0x04,slow,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,7,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
173,Celestial Void,0x1E,multihit_magic,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,7,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
179,Corporeal Void,0x1F,multihit_magic,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,7,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
179,Corporeal Void,0x1F,multihit_magic,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,7,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
179,Corporeal Void,0x1F,multihit_magic,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,7,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
179,Corporeal Void,0x1F,multihit_magic,Frog,2,0x02,frog,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,7,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
179,Corporeal Void,0x1F,multihit_magic,Poison,3,0x80,poison,add-harmful,physical-body,base-HP,authored-skill-or-MA,authoring-required,7,surface-ready,dcl_status_contest,Poison follows its physical affliction nature even when delivered by a spell.
179,Corporeal Void,0x1F,multihit_magic,Slow,3,0x04,slow,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,7,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
179,Corporeal Void,0x1F,multihit_magic,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,7,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
181,Petrify,0x38,status_or_buff,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
182,Shadowbind,0x38,status_or_buff,Stop,3,0x02,stop,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
183,Suffocate,0x38,status_or_buff,Dead,0,0x20,ko,add-harmful,lifecycle,explicit-rule,explicit-rule,lifecycle,1,lifecycle-mechanism-required,explicit_lifecycle_rule,Status byte 0 is intentionally outside generic DclStatusRule writes and needs KO/crystal-safe handling.
187,Petrify,0x38,status_or_buff,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
188,Fowlheart,0x38,status_or_buff,DontAct,4,0x04,disable,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
189,Embrace,0x38,status_or_buff,DontMove,4,0x08,immobilize,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
190,Darkness,0x38,status_or_buff,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
191,Aphony,0x38,status_or_buff,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
192,Befuddle,0x38,status_or_buff,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
193,Bind,0x38,status_or_buff,Stop,3,0x02,stop,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
194,Nightmare,0x38,status_or_buff,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
194,Nightmare,0x38,status_or_buff,DeathSentence,4,0x01,doom,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
195,Ague,0x38,status_or_buff,Slow,3,0x04,slow,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
200,Blood Drain,0x47,drain,BloodSuck,1,0x04,vampire,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
201,Charm,0x29,gender_gated_status,Charm,4,0x20,charm,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
202,Bio,0x08,magic_damage,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
203,Bio,0x08,magic_damage,Poison,3,0x80,poison,add-harmful,physical-body,base-HP,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,Poison follows its physical affliction nature even when delivered by a spell.
204,Bio,0x08,magic_damage,Oil,2,0x80,oil,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
205,Biora,0x0A,magical_status,Frog,2,0x02,frog,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
206,Biora,0x0A,magical_status,Slow,3,0x04,slow,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
207,Biora,0x0A,magical_status,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
208,Biora,0x0A,magical_status,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
209,Bioga,0x08,magic_damage,Undead,0,0x10,undead,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
210,Bioga,0x08,magic_damage,Dead,0,0x20,ko,add-harmful,lifecycle,explicit-rule,explicit-rule,lifecycle,1,lifecycle-mechanism-required,explicit_lifecycle_rule,Status byte 0 is intentionally outside generic DclStatusRule writes and needs KO/crystal-safe handling.
211,Bioga,0x08,magic_damage,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
212,Aegis,0x0B,status_or_buff,Reraise,2,0x20,reraise,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,5,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
212,Aegis,0x0B,status_or_buff,Regen,3,0x40,regen,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,5,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
212,Aegis,0x0B,status_or_buff,Protect,3,0x20,protect,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,5,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
212,Aegis,0x0B,status_or_buff,Shell,3,0x10,shell,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,5,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
212,Aegis,0x0B,status_or_buff,Haste,3,0x08,haste,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,5,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
213,Leg Shot,0x3F,physical_status,DontMove,4,0x08,immobilize,add-harmful,physical-body,base-HP,authored-physical-skill,1-target-turn,1,surface-ready,dcl_status_contest,Knockdown is the physical one-turn reskin of the shared native flag.
214,Arm Shot,0x3F,physical_status,DontAct,4,0x04,disable,add-harmful,physical-body,base-HP,authored-physical-skill,1-target-turn,1,surface-ready,dcl_status_contest,Stun is the physical one-turn reskin of the shared native flag.
215,Seal Evil,0x40,physical_status,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
219,Crushing Blow,0x67,ivc_custom,Stop,3,0x02,stop,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
221,Toadja,0x0A,magical_status,Frog,2,0x02,frog,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
224,Blindja,0x0A,magical_status,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
227,Confuseja,0x0A,magical_status,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
228,Sleepja,0x0A,magical_status,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
232,Dispelja,0x0A,magical_status,Float,2,0x40,float,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Reraise,2,0x20,reraise,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Transparent,2,0x10,invisible,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Regen,3,0x40,regen,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Protect,3,0x20,protect,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Shell,3,0x10,shell,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Haste,3,0x08,haste,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Faith,4,0x80,faith,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
232,Dispelja,0x0A,magical_status,Reflect,4,0x02,reflect,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
234,Blind,0x0A,magical_status,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
237,Faith,0x0A,magical_status,Faith,4,0x80,faith,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,1,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
238,Doubt,0x0A,magical_status,Innocent,4,0x40,innocent,add-buff-or-trait,beneficial,none,caster-MA-or-authored,authoring-required,1,authoring-required,dcl_status_add,Beneficial status has no defensive resistance contest; hit/duration policy remains ability-authored.
239,Zombie,0x0A,magical_status,Undead,0,0x10,undead,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
240,Silence,0x0A,magical_status,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
241,Berserk,0x0A,magical_status,Berserk,2,0x08,berserk,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
243,Confuse,0x0A,magical_status,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
244,Dispel,0x0A,magical_status,Float,2,0x40,float,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Reraise,2,0x20,reraise,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Transparent,2,0x10,invisible,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Regen,3,0x40,regen,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Protect,3,0x20,protect,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Shell,3,0x10,shell,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Haste,3,0x08,haste,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Faith,4,0x80,faith,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
244,Dispel,0x0A,magical_status,Reflect,4,0x02,reflect,remove-positive,none,none,none,immediate,9,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
245,Disable,0x0A,magical_status,DontAct,4,0x04,disable,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
246,Sleep,0x0A,magical_status,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
247,Break,0x0A,magical_status,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
251,Dragon's Charm,0x5A,dragon_gated_support,Invite,1,0x40,traitor,add-harmful,campaign-side-effect,design-decision-required,design-decision-required,campaign,1,campaign-mechanism-required,campaign_recruitment_rule,Invite/traitor changes battle allegiance and may affect recruitment; it is not an ordinary temporary bit.
252,Dragon's Gift,0x5B,dragon_gated_support,Darkness,1,0x20,blind,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Confusion,1,0x10,confuse,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Silence,1,0x08,silence,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Oil,2,0x80,oil,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Berserk,2,0x08,berserk,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Frog,2,0x02,frog,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Poison,3,0x80,poison,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Stop,3,0x02,stop,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,Sleep,4,0x10,sleep,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,DontMove,4,0x08,immobilize,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
252,Dragon's Gift,0x5B,dragon_gated_support,DontAct,4,0x04,disable,remove-negative,none,none,none,immediate,11,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
262,Finishing Touch,0x38,status_or_buff,Dead,0,0x20,ko,add-harmful,lifecycle,explicit-rule,explicit-rule,lifecycle,3,lifecycle-mechanism-required,explicit_lifecycle_rule,Status byte 0 is intentionally outside generic DclStatusRule writes and needs KO/crystal-safe handling.
262,Finishing Touch,0x38,status_or_buff,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,3,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
262,Finishing Touch,0x38,status_or_buff,Stop,3,0x02,stop,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,3,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
268,Choco Esuna,0x51,status_or_buff,Petrify,1,0x80,petrify,remove-negative,none,none,none,immediate,7,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
268,Choco Esuna,0x51,status_or_buff,Darkness,1,0x20,blind,remove-negative,none,none,none,immediate,7,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
268,Choco Esuna,0x51,status_or_buff,Silence,1,0x08,silence,remove-negative,none,none,none,immediate,7,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
268,Choco Esuna,0x51,status_or_buff,Poison,3,0x80,poison,remove-negative,none,none,none,immediate,7,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
268,Choco Esuna,0x51,status_or_buff,Stop,3,0x02,stop,remove-negative,none,none,none,immediate,7,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
268,Choco Esuna,0x51,status_or_buff,DontMove,4,0x08,immobilize,remove-negative,none,none,none,immediate,7,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
268,Choco Esuna,0x51,status_or_buff,DontAct,4,0x04,disable,remove-negative,none,none,none,immediate,7,surface-ready,dcl_status_remove,Removal uses the authored status-bit clear path and does not roll resistance.
273,Eye Gouge,0x50,physical_status,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
277,Self-Destruct,0x52,missing_hp_or_self_destruct,Oil,2,0x80,oil,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,1,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
282,Blaster,0x3D,status_or_buff,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
282,Blaster,0x3D,status_or_buff,Stop,3,0x02,stop,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
283,Venom Fang,0x50,physical_status,Poison,3,0x80,poison,add-harmful,physical-body,base-HP,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,Poison follows its physical affliction nature even when delivered by a spell.
284,Blood Drain,0x47,drain,BloodSuck,1,0x04,vampire,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
286,Ink,0x50,physical_status,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
287,Dischord,0x38,status_or_buff,Float,2,0x40,float,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Reraise,2,0x20,reraise,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Transparent,2,0x10,invisible,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Regen,3,0x40,regen,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Protect,3,0x20,protect,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Shell,3,0x10,shell,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Haste,3,0x08,haste,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Faith,4,0x80,faith,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
287,Dischord,0x38,status_or_buff,Reflect,4,0x02,reflect,special-operation-review,special,explicit-rule,explicit-rule,explicit-rule,9,authoring-required,explicit_special_status_rule,"Catalog metadata does not prove whether this special adds, clears, or targets the caster."
288,Mind Blast,0x3D,status_or_buff,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
288,Mind Blast,0x3D,status_or_buff,Berserk,2,0x08,berserk,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
296,Zombie Touch,0x50,physical_status,Undead,0,0x10,undead,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
297,Sleep Touch,0x50,physical_status,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
299,Oily Touch,0x50,physical_status,Oil,2,0x80,oil,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,1,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
301,Bewitching Gaze,0x50,physical_status,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,5,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
301,Bewitching Gaze,0x50,physical_status,Darkness,1,0x20,blind,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,5,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
301,Bewitching Gaze,0x50,physical_status,Silence,1,0x08,silence,add-harmful,unresolved-nature,design-decision-required,design-decision-required,authoring-required,5,design-decision-required,dcl_status_policy_required,"The DCL status chapter does not yet assign this status to physical, mental, or magical resistance."
301,Bewitching Gaze,0x50,physical_status,DontMove,4,0x08,immobilize,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,5,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
301,Bewitching Gaze,0x50,physical_status,DontAct,4,0x04,disable,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,5,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
304,Doom,0x3D,status_or_buff,DeathSentence,4,0x01,doom,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
306,Beak,0x50,physical_status,Petrify,1,0x80,petrify,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
311,Snort,0x29,gender_gated_status,Charm,4,0x20,charm,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,1,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
312,Squeal,0x35,revive_or_percent_heal,Dead,0,0x20,ko,remove-ko,lifecycle,none,native-revive-rule,immediate,1,native-lifecycle-preserved,preserve_native_revive,The native revive action owns KO removal and lifecycle state. DCL may rewrite only the staged HP credit and must not clear status byte 0 directly.
313,Toot,0x38,status_or_buff,Confusion,1,0x10,confuse,add-harmful,mental-will,high-Brave,authored-skill-or-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly moves will-override mental statuses onto Brave resistance.
313,Toot,0x38,status_or_buff,Sleep,4,0x10,sleep,add-harmful,magical-inverted,inverse-Faith,caster-MA,authoring-required,2,surface-ready,dcl_status_contest,DCL explicitly assigns this magical status to inverse-Faith resistance.
