ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,rationale
100,Cyclone,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
101,Pummel,Normal,0x32,Dmg_(Rdm(1..X)*(PA*3+Y)/2) NS PE,,,multihit_physical,dcl_physical_multistrike,authoring-required,high,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Random multi-hit physical damage needs per-strike hit, guard depletion, hand/power, and reaction policy."
102,Aurablast,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
103,Shockwave,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,Earth,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
104,Doom Fist,Normal,0x50,Hit_(MA+X)% Status PE,,DeathSentence,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
105,Purification,Normal,0x33,Hit_(PA+X)% Status NE,,Petrify|Darkness|Confusion|Silence|Berserk|Frog|Poison|Sleep|DontMove|DontAct,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,Physical status skills route to the DCL status contest with authored base-HP or other resistance.
106,Chakra,Normal,0x34,Heal_(PA*Y) HealMP_(PA*Y/2) NS NE,,,hp_mp_healing,dcl_hp_mp_channels,surface-ready,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,Dual HP/MP restoration channels are proven; Chakra needs an authored non-Faith amount rule.
107,Revive,Normal,0x35,Heal_(Y)% Hit_(PA+X)% Status NE,,Dead,revive_or_percent_heal,explicit_healing_rule,authoring-required,high,healing,none,none,none,managed_resource_commit,candidate-complete,,Raise/revive percent healing has KO and hit semantics outside ordinary healing.
108,Steal Gil,Normal,0x27,StealGil_(CasLVL*SP) Hit_(SP+X)% NS PE,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
109,Steal Heart,Normal,0x29,OppositeSex: Hit_(MA+X)% NE ELSE miss,,Charm,gender_gated_status,dcl_status_contest,authoring-required,medium,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,Gender-gated Charm is a status contest with a special eligibility gate.
110,Steal Helm,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
111,Steal Armor,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
112,Steal Shield,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
113,Steal Weapon,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
114,Steal Accessory,Normal,0x26,Equipped:Steal Hit_(SP+X)% NS PE ELSE miss,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
115,Steal EXP,Normal,0x28,StealExp_(Lowest of TarCurExp & SP+Y) Hit_(SP+X)% PE,,,steal,inventory_side_effect,reverse-engineering,high,special_control,none,ability_authored_open,none,inventory_transaction,authoring-open,avoidance_policy,Steal/Gil/EXP are inventory or campaign side effects with slot-hardcoded consumers.
116,Entice,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,Invite,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
117,Stall,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
118,Praise,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
119,Intimidate,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
120,Preach,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
121,Enlighten,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
122,Condemn,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,DeathSentence,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
123,Defraud,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
124,Insult,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,Berserk,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
125,Mimic Darlavon,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,Sleep,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.
126,Sinkhole,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,,DontMove,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,source_authored,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|status_category|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
127,Torrent,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Water,Frog,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
128,Tanglevine,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,,Stop,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
129,Contortion,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,,Petrify,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
130,Tremor,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Earth,Confusion,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,mental,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
131,Wind Slash,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Wind,DontAct,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,source_authored,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|status_category|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
132,Will-o'-the-Wisp,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Fire,Sleep,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
133,Quicksand,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Water,DeathSentence,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
134,Sandstorm,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Wind,Darkness,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
135,Snowstorm,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Ice,Silence,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
136,Wind Blast,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Wind,Slow,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,magical,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
137,Magma Surge,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Fire,Dead,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,special_or_hybrid_open,special_or_hybrid_open,ability_authored_open,lifecycle_special,special_handler_open,authoring-open,action_kind|damage_type|avoidance_policy|status_category|side_effect_policy,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.
138,Rend Helm,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
139,Rend Armor,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
140,Rend Shield,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
141,Rend Weapon,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
142,Rend MP,Normal,0x2C,DmgMP_(Y)% Hit_(PA+Y)% NS PE,,,mp_damage,dcl_mp_channel,surface-ready,medium,resource_damage,none,ability_authored_open,none,managed_resource_commit,authoring-open,avoidance_policy,"MP debit is proven, but each percent/current/stat formula needs an authored amount rule."
143,Rend Speed,Normal,0x2B,Hit_(PA+Y)% //-PA/MA/SP_(X) NS PE,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
144,Rend Power,Normal,0x2B,Hit_(PA+Y)% //-PA/MA/SP_(X) NS PE,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
145,Rend Magick,Normal,0x2B,Hit_(PA+Y)% //-PA/MA/SP_(X) NS PE,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy."
146,Focus,Normal,0x36,+PA_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy."
147,Rush,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
148,Throw Stone,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
149,Salve,Normal,0x38,Hit_(100%) Status NE,,Darkness|Silence|Poison,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
150,Tailwind,Normal,0x39,+SP_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy."
151,Steel,Normal,0x3A,+Brave_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy."
152,Chant,Normal,0x3C,Heal_(CasMaxHP*2/5) DmgCas_(CasMaxHP/5) Hit_(100%) NS NE,,,sacrifice_heal,dcl_hp_channels,authoring-required,high,healing,none,none,none,multi_unit_transaction,candidate-complete,,Caster self-damage and target healing must commit atomically across two units.
153,Shout,Normal,0x3B,+Brave_(X) +PA/MA/SP_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy."
154,Ultima,Normal,0x08,Dmg_F(MA*Y) ME,,,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,none,preserve_catalog_riders,authoring-open,damage_type,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
155,Judgment Blade,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,Stop,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,magical,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
156,Cleansing Strike,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,DeathSentence,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,magical,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
157,Northswain's Strike,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,Dead,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,lifecycle_special,preserve_catalog_riders,authoring-open,damage_type|status_category,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
158,Hallowed Bolt,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Lightning|Holy,Silence,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,magical,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
159,Divine Ruination,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,Confusion,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,mental,preserve_catalog_riders,authoring-open,damage_type,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring."
160,Crush Armor,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
161,Crush Helm,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
162,Crush Weapon,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
163,Crush Accessory,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_side_effect_plus_physical,authoring-required,high,special_control,none,ability_authored_open,none,equipment_transaction,authoring-open,avoidance_policy,Break must coordinate equipment side effects with optional physical damage and miss delivery.
164,Duskblade,Normal,0x2F,AbsorbMP_(PA*WP) NS PE,Dark,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
165,Shadowblade,Normal,0x30,AbsorbHP_(PA*WP) NS PE,Dark,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,"Drain must coordinate source debit/credit, target debit/credit, hit, Undead, and caps."
166,Unholy Darkness,Normal,0x08,Dmg_F(MA*Y) ME,Dark,,magic_damage,dcl_magic,wired,low,magic_damage,spiritual,magic_evade_per_target,none,preserve_catalog_riders,candidate-complete,,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.
167,Dispelna,Normal,0x0B,Hit_F(MA+X)% NE,,Petrify|Confusion|Silence|BloodSuck|Frog|Poison|Stop|Sleep|DontMove|DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
168,Celestial Stasis,Normal,0x41,Hit_(MA+X)% Status NE,,Stop|DontMove|DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+source_authored,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
169,Heaven's Wrath,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Lightning,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
170,Ashura,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Fire,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
171,Adamantine Blade,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Wind,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
172,Maelstrom,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Water,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
173,Celestial Void,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",,Darkness|Confusion|Silence|Frog|Poison|Slow|Sleep,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,magical+mental+physical,special_handler_open,authoring-open,action_kind|avoidance_policy|status_category|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
174,Divinity,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Earth,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
175,Hell's Wrath,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Lightning,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
176,Nether Ashura,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Fire,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
177,Nether Blade,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Wind,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
178,Nether Maelstrom,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Water,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
179,Corporeal Void,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",,Darkness|Confusion|Silence|Frog|Poison|Slow|Sleep,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,magical+mental+physical,special_handler_open,authoring-open,action_kind|avoidance_policy|status_category|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
180,Impiety,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Earth,,multihit_magic,dcl_magic_multistrike,authoring-required,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,"Multi-hit MA formulas need per-strike Magic Evade, amount, status, and cache consumption policy."
181,Petrify,Normal,0x38,Hit_(100%) Status NE,,Petrify,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
182,Shadowbind,Normal,0x38,Hit_(100%) Status NE,,Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
183,Suffocate,Normal,0x38,Hit_(100%) Status NE,,Dead,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,lifecycle_special,managed_status_commit,authoring-open,status_category,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy."
184,Infernal Strike,Normal,0x66,<<Infernal Strike>>,Dark,,ivc_custom,unknown_ivc_formula,reverse-engineering,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,IVC-only custom formula internals are not described by the classic formula catalog.
