ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,metadata_basis,rationale,metadata_blocking_scope,metadata_next_gate
123,Defraud,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,ability_authored_open,managed_status_commit,authoring-open,status_category,formula-and-catalog,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.,design,author the open per-ability identity/policy on an already known or preserved surface
124,Insult,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,Berserk,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,mental,managed_status_commit,candidate-complete,,formula-and-catalog,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.,closed,candidate metadata complete; approval remains a separate job/human gate
125,Mimic Darlavon,Normal,0x2A,Hit_(MA+X)% //AffectBraveOrFaith(Y) NS NE,,Sleep,talk_trait_or_status,dcl_status_or_trait_control,authoring-required,high,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Talk actions mix status and permanent Brave/Faith changes and need campaign-safe policy.,closed,candidate metadata complete; approval remains a separate job/human gate
126,Sinkhole,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,,DontMove,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,hybrid_untyped_open,magic_evade_per_target_then_status_contest,source_authored,managed_status_rider,authoring-open,damage_type|status_category,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
127,Torrent,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Water,Frog,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,magical,managed_status_rider,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
128,Tanglevine,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,,Stop,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,hybrid_untyped_open,magic_evade_per_target_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
129,Contortion,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,,Petrify,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,hybrid_untyped_open,magic_evade_per_target_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
130,Tremor,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Earth,Confusion,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,mental,managed_status_rider,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
131,Wind Slash,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Wind,DontAct,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,source_authored,managed_status_rider,authoring-open,status_category,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
132,Will-o'-the-Wisp,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Fire,Sleep,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,magical,managed_status_rider,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
133,Quicksand,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Water,DeathSentence,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,magical,managed_status_rider,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
134,Sandstorm,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Wind,Darkness,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,magical,managed_status_rider,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
135,Snowstorm,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Ice,Silence,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,magical,managed_status_rider,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
136,Wind Blast,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Wind,Slow,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,magical,managed_status_rider,candidate-complete,,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
137,Magma Surge,Normal,0x24,Dmg_((PA+Y)/2*MA) ME,Fire,Dead,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,hybrid_damage,elemental,magic_evade_per_target_then_status_contest,lifecycle_special,managed_status_rider,authoring-open,status_category,formula-and-catalog,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,design,author the open per-ability identity/policy on an already known or preserved surface
138,Rend Helm,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,"Rend stages the selected item/slot and native break bit, but falls back through a nested synthetic Attack; DCL replaces permanent loss by repointing or suppressing the break carrier.",design,author the open per-ability identity/policy on an already known or preserved surface
139,Rend Armor,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,"Rend stages the selected item/slot and native break bit, but falls back through a nested synthetic Attack; DCL replaces permanent loss by repointing or suppressing the break carrier.",design,author the open per-ability identity/policy on an already known or preserved surface
140,Rend Shield,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,"Rend stages the selected item/slot and native break bit, but falls back through a nested synthetic Attack; DCL replaces permanent loss by repointing or suppressing the break carrier.",design,author the open per-ability identity/policy on an already known or preserved surface
141,Rend Weapon,Normal,0x25,Equipped:Break Hit_(PA+WP+Y)% NS PE ELSE WeaponStrike //1TargetOnly NS PE,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,"Rend stages the selected item/slot and native break bit, but falls back through a nested synthetic Attack; DCL replaces permanent loss by repointing or suppressing the break carrier.",design,author the open per-ability identity/policy on an already known or preserved surface
142,Rend MP,Normal,0x2C,DmgMP_(Y)% Hit_(PA+Y)% NS PE,,,mp_damage,dcl_mp_channel,surface-ready,medium,resource_damage,none,ability_authored_open,none,managed_resource_commit,authoring-open,avoidance_policy,formula-and-catalog,"MP debit is proven, but each percent/current/stat formula needs an authored amount rule.",design,author the open per-ability identity/policy on an already known or preserved surface
143,Rend Speed,Normal,0x2B,Hit_(PA+Y)% //-PA/MA/SP_(X) NS PE,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
144,Rend Power,Normal,0x2B,Hit_(PA+Y)% //-PA/MA/SP_(X) NS PE,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
145,Rend Magick,Normal,0x2B,Hit_(PA+Y)% //-PA/MA/SP_(X) NS PE,,,stat_or_trait_debuff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/level/Brave changes require explicit duration, floor, and restoration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
146,Focus,Normal,0x36,+PA_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy.",design,author the open per-ability identity/policy on an already known or preserved surface
147,Rush,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
148,Throw Stone,Normal,0x37,Dmg_(Rdm(1..Y)*PA) NS PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
149,Salve,Normal,0x38,Hit_(100%) Status NE,,Darkness|Silence|Poison,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
150,Tailwind,Normal,0x39,+SP_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy.",design,author the open per-ability identity/policy on an already known or preserved surface
151,Steel,Normal,0x3A,+Brave_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy.",design,author the open per-ability identity/policy on an already known or preserved surface
152,Chant,Normal,0x3C,Heal_(CasMaxHP*2/5) DmgCas_(CasMaxHP/5) Hit_(100%) NS NE,,,sacrifice_heal,dcl_hp_channels,authoring-required,high,healing,none,none,none,multi_unit_transaction,candidate-complete,,formula-and-catalog,Caster self-damage and target healing must commit atomically across two units.,closed,candidate metadata complete; approval remains a separate job/human gate
153,Shout,Normal,0x3B,+Brave_(X) +PA/MA/SP_(Y) NS NE,,,stat_or_trait_buff,dcl_status_or_stat_control,authoring-required,medium,stat_or_trait_change,none,ability_authored_open,none,stat_or_trait_commit,authoring-open,avoidance_policy,formula-and-catalog,"Direct PA/MA/SP/Brave buffs need duration, cap, stacking, and campaign policy.",design,author the open per-ability identity/policy on an already known or preserved surface
154,Ultima,Normal,0x08,Dmg_F(MA*Y) ME,,,magic_damage,dcl_magic,wired,low,magic_damage,magic_untyped_open,magic_evade_per_target,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,design,author the open per-ability identity/policy on an already known or preserved surface
155,Judgment Blade,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,Stop,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
156,Cleansing Strike,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,DeathSentence,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
157,Northswain's Strike,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,Dead,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest_then_status_contest,lifecycle_special,managed_status_rider,authoring-open,damage_type|status_category,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
158,Hallowed Bolt,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Lightning|Holy,Silence,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest_then_status_contest,magical,managed_status_rider,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
159,Divine Ruination,Normal,0x2D,Dmg_(PA*(WP+Y)) PE,Holy,Confusion,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest_then_status_contest,mental,managed_status_rider,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
160,Crush Armor,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,Crush stages the shared native break bit plus ordinary physical damage; DCL can suppress the break carrier or repoint the action while authoring reversible control.,design,author the open per-ability identity/policy on an already known or preserved surface
161,Crush Helm,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,Crush stages the shared native break bit plus ordinary physical damage; DCL can suppress the break carrier or repoint the action while authoring reversible control.,design,author the open per-ability identity/policy on an already known or preserved surface
162,Crush Weapon,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,Crush stages the shared native break bit plus ordinary physical damage; DCL can suppress the break carrier or repoint the action while authoring reversible control.,design,author the open per-ability identity/policy on an already known or preserved surface
163,Crush Accessory,Normal,0x2E,Equipped:Break Dmg_(PA*WP) NS PE ELSE miss,,,equipment_break,equipment_break_repoint_or_suppress,native-special-mapped,high,special_control,none,ability_authored_open,none,reversible_control_authored_open,authoring-open,avoidance_policy|side_effect_policy,formula-and-catalog,Crush stages the shared native break bit plus ordinary physical damage; DCL can suppress the break carrier or repoint the action while authoring reversible control.,design,author the open per-ability identity/policy on an already known or preserved surface
164,Duskblade,Normal,0x2F,AbsorbMP_(PA*WP) NS PE,Dark,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,formula-and-catalog,"Paired target/source HP and MP result records, Undead reversal, the 999 result cap, and native resource clamps are mapped; each action still needs authored amount, hit, element, and reversal policy.",design,author the open per-ability identity/policy on an already known or preserved surface
165,Shadowblade,Normal,0x30,AbsorbHP_(PA*WP) NS PE,Dark,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,formula-and-catalog,"Paired target/source HP and MP result records, Undead reversal, the 999 result cap, and native resource clamps are mapped; each action still needs authored amount, hit, element, and reversal policy.",design,author the open per-ability identity/policy on an already known or preserved surface
166,Unholy Darkness,Normal,0x08,Dmg_F(MA*Y) ME,Dark,,magic_damage,dcl_magic,wired,low,magic_damage,spiritual,magic_evade_per_target,none,none_or_catalog_visuals,candidate-complete,,formula-and-catalog,Canonical Faith-scaled MA*Y damage is implemented by the numeric-magic profile.,closed,candidate metadata complete; approval remains a separate job/human gate
167,Dispelna,Normal,0x0B,Hit_F(MA+X)% NE,,Petrify|Confusion|Silence|BloodSuck|Frog|Poison|Stop|Sleep|DontMove|DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
168,Celestial Stasis,Normal,0x41,Hit_(MA+X)% Status NE,,Stop|DontMove|DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical+source_authored,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
169,Heaven's Wrath,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Lightning,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
170,Ashura,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Fire,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
171,Adamantine Blade,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Wind,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
172,Maelstrom,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Water,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
173,Celestial Void,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",,Darkness|Confusion|Silence|Frog|Poison|Slow|Sleep,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,magical+mental+physical,native_multistrike_status_rider,authoring-open,damage_type|status_category,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",design,author the open per-ability identity/policy on an already known or preserved surface
174,Divinity,Normal,0x1E,"Dmg_((MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Earth,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
175,Hell's Wrath,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Lightning,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
176,Nether Ashura,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Fire,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
177,Nether Blade,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Wind,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
178,Nether Maelstrom,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Water,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
179,Corporeal Void,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",,Darkness|Confusion|Silence|Frog|Poison|Slow|Sleep,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,magic_untyped_open,magic_evade_per_target_then_status_contest,magical+mental+physical,native_multistrike_status_rider,authoring-open,damage_type|status_category,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",design,author the open per-ability identity/policy on an already known or preserved surface
180,Impiety,Normal,0x1F,"Dmg_((100-CasF)*(100-TarF)*(MA+Y)*MA/2) #Hit(Rdm{1,X}) ME",Earth,,multihit_magic,dcl_magic_multistrike,authoring-required,high,magic_damage,elemental,magic_evade_per_target,none,native_multistrike,candidate-complete,,formula-and-catalog,"RandomFire actions need managed per-strike Magic Evade, amount, status, target, and cache consumption policy; the shared MA handler itself produces one result.",closed,candidate metadata complete; approval remains a separate job/human gate
181,Petrify,Normal,0x38,Hit_(100%) Status NE,,Petrify,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
182,Shadowbind,Normal,0x38,Hit_(100%) Status NE,,Stop,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
183,Suffocate,Normal,0x38,Hit_(100%) Status NE,,Dead,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,lifecycle_special,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
184,Infernal Strike,Normal,0x66,<<Infernal Strike>>,Dark,,drain,dcl_hp_mp_channels,authoring-required,high,resource_damage,none,ability_authored_open,none,multi_unit_transaction,authoring-open,avoidance_policy,formula-and-catalog,Dark Knight drain variants scale the ordinary staged debit to 80% and reuse the mapped native paired HP/MP result transactions.,design,author the open per-ability identity/policy on an already known or preserved surface
185,Revengeance,Normal,0x43,Dmg_(CasMaxHP-CasCurHP) NS NE,,,missing_hp_or_self_destruct,explicit_special_rule,authoring-required,high,resource_damage,special_or_hybrid_open,ability_authored_open,none,special_handler_open,authoring-open,damage_type|avoidance_policy|side_effect_policy,formula-and-catalog,Missing-HP and self-destruct damage do not use ordinary PA/MA scaling and may affect the caster.,design,author the open per-ability identity/policy on an already known or preserved surface
186,Manaburn,Normal,0x44,Dmg_(TarCurMP) NS NE,,,mp_damage,dcl_mp_channel,surface-ready,medium,resource_damage,none,ability_authored_open,none,managed_resource_commit,authoring-open,avoidance_policy,formula-and-catalog,"MP debit is proven, but each percent/current/stat formula needs an authored amount rule.",design,author the open per-ability identity/policy on an already known or preserved surface
187,Petrify,Normal,0x38,Hit_(100%) Status NE,,Petrify,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
188,Fowlheart,Normal,0x38,Hit_(100%) Status NE,,DontAct,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,source_authored,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
189,Embrace,Normal,0x38,Hit_(100%) Status NE,,DontMove,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,source_authored,managed_status_commit,authoring-open,status_category,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",design,author the open per-ability identity/policy on an already known or preserved surface
190,Darkness,Normal,0x38,Hit_(100%) Status NE,,Darkness,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
191,Aphony,Normal,0x38,Hit_(100%) Status NE,,Silence,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
